MOTIVO_D;DURACAO;ds_origem_sigla;ds_origem_nome;ds_destino_sigla;ds_destino_nome
Trabalho Serviços;5;BFU;BARRA FUNDA;BFU;BARRA FUNDA
Trabalho Serviços;60;LAP;LAPA;REP;REPUBLICA
Trabalho Serviços;40;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;60;LAP;LAPA;REP;REPUBLICA
Trabalho Serviços;20;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Serviços;30;LAP;LAPA;STN;SANTANA
Trabalho Serviços;30;LAP;LAPA;CON;CONSOLACAO
Trabalho Indústria;105;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;45;REP;REPUBLICA;PIN;PINHEIROS
Trabalho Serviços;20;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;35;LAP;LAPA;BEL;BELEM
Trabalho Indústria;15;LAP;LAPA;LAP;LAPA
Trabalho Indústria;15;LAP;LAPA;LAP;LAPA
Trabalho Serviços;40;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;3;LAP;LAPA;LAP;LAPA
Trabalho Serviços;90;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;7;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;40;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;10;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Comércio;60;LAP;LAPA;BVI;BELA VISTA
Trabalho Comércio;5;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Comércio;15;LAP;LAPA;LAP;LAPA
Trabalho Comércio;1;LAP;LAPA;LAP;LAPA
Trabalho Serviços;1;LAP;LAPA;LAP;LAPA
Trabalho Serviços;40;LAP;LAPA;STN;SANTANA
Trabalho Serviços;2;STN;SANTANA;STN;SANTANA
Trabalho Serviços;5;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Serviços;5;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Serviços;135;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;20;LAP;LAPA;LAP;LAPA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;20;LAP;LAPA;LAP;LAPA
Trabalho Serviços;40;LAP;LAPA;API;ALTO DE PINHEIROS
Trabalho Comércio;60;LAP;LAPA;INI;ITAIM BIBI
Trabalho Comércio;30;LAP;LAPA;BFU;BARRA FUNDA
Trabalho Serviços;5;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Indústria;5;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Indústria;10;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Indústria;5;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Serviços;60;LAP;LAPA;VMN;VILA MARIANA
Trabalho Serviços;20;LAP;LAPA;BUT;BUTANTA
Trabalho Serviços;15;LAP;LAPA;LAP;LAPA
Trabalho Serviços;55;LAP;LAPA;VMN;VILA MARIANA
Trabalho Serviços;5;VMN;VILA MARIANA;VMN;VILA MARIANA
Trabalho Serviços;15;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;20;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;5;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Indústria;30;LAP;LAPA;VLE;VILA LEOPOLDINA
Trabalho Serviços;60;LAP;LAPA;SEE;SE
Trabalho Indústria;100;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;30;LAP;LAPA;PRI;PARI
Trabalho Serviços;2;LAP;LAPA;LAP;LAPA
Trabalho Serviços;2;LAP;LAPA;LAP;LAPA
Trabalho Serviços;55;LAP;LAPA;REP;REPUBLICA
Trabalho Serviços;20;REP;REPUBLICA;SCE;SANTA CECILIA
Trabalho Serviços;18;CON;CONSOLACAO;CON;CONSOLACAO
Trabalho Serviços;20;LAP;LAPA;PRD;PERDIZES
Trabalho Serviços;60;LAP;LAPA;CON;CONSOLACAO
Trabalho Serviços;60;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;80;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;60;LAP;LAPA;SAM;SANTO AMARO
Trabalho Serviços;45;LAP;LAPA;IPI;IPIRANGA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;50;LAP;LAPA;REP;REPUBLICA
Trabalho Serviços;30;LAP;LAPA;SCE;SANTA CECILIA
Trabalho Serviços;15;CVE;CASA VERDE;LIM;LIMAO
Trabalho Comércio;60;LAP;LAPA;JDP;JARDIM PAULISTA
Trabalho Serviços;50;LAP;LAPA;VMN;VILA MARIANA
Trabalho Serviços;40;LAP;LAPA;API;ALTO DE PINHEIROS
Trabalho Serviços;20;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;10;LAP;LAPA;API;ALTO DE PINHEIROS
Trabalho Serviços;75;LAP;LAPA;SAM;SANTO AMARO
Trabalho Serviços;3;SAM;SANTO AMARO;SAM;SANTO AMARO
Trabalho Serviços;15;LAP;LAPA;BFU;BARRA FUNDA
Trabalho Serviços;3;BFU;BARRA FUNDA;BFU;BARRA FUNDA
Trabalho Indústria;130;LAP;LAPA;fora_sp;Fora São Paulo
Trabalho Serviços;30;LAP;LAPA;JAR;JARAGUA
Trabalho Serviços;30;LAP;LAPA;JAR;JARAGUA
Trabalho Indústria;15;LAP;LAPA;PIR;PIRITUBA
Trabalho Indústria;5;PIR;PIRITUBA;PIR;PIRITUBA
Trabalho Serviços;30;LAP;LAPA;BVI;BELA VISTA
Trabalho Serviços;10;LAP;LAPA;LAP;LAPA
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Trabalho Serviços;5;LAP;LAPA;LAP;LAPA
Procurar Emprego;4;LAP;LAPA;LAP;LAPA
Trabalho Serviços;45;VLE;VILA LEOPOLDINA;CON;CONSOLACAO
Trabalho Serviços;20;API;ALTO DE PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;40;VLE;VILA LEOPOLDINA;JDP;JARDIM PAULISTA
Trabalho Serviços;10;JDP;JARDIM PAULISTA;JDP;JARDIM PAULISTA
Trabalho Serviços;30;PIN;PINHEIROS;BVI;BELA VISTA
Trabalho Serviços;30;BVI;BELA VISTA;INI;ITAIM BIBI
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;PRD;PERDIZES
Trabalho Serviços;45;VLE;VILA LEOPOLDINA;BVI;BELA VISTA
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;CON;CONSOLACAO
Trabalho Serviços;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;45;VLE;VILA LEOPOLDINA;REP;REPUBLICA
Trabalho Serviços;30;REP;REPUBLICA;LAP;LAPA
Trabalho Serviços;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;45;API;ALTO DE PINHEIROS;INI;ITAIM BIBI
Trabalho Serviços;10;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;15;API;ALTO DE PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;50;PIN;PINHEIROS;SOC;SOCORRO
Trabalho Serviços;5;SOC;SOCORRO;SOC;SOCORRO
Trabalho Serviços;5;LAP;LAPA;API;ALTO DE PINHEIROS
Trabalho Serviços;50;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;50;LAP;LAPA;JDP;JARDIM PAULISTA
Trabalho Serviços;5;CON;CONSOLACAO;JDP;JARDIM PAULISTA
Trabalho Serviços;165;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;25;VLE;VILA LEOPOLDINA;BRE;BOM RETIRO
Trabalho Serviços;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;50;VLE;VILA LEOPOLDINA;TAT;TATUAPE
Trabalho Indústria;10;VLE;VILA LEOPOLDINA;JAG;JAGUARA
Trabalho Indústria;1;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Indústria;1;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Indústria;1;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Indústria;1;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;25;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;SCE;SANTA CECILIA
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;35;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Indústria;30;VLE;VILA LEOPOLDINA;SCE;SANTA CECILIA
Trabalho Indústria;5;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Indústria;30;BEL;BELEM;SCE;SANTA CECILIA
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;FRE;FREGUESIA DO O
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;VMN;VILA MARIANA
Trabalho Serviços;100;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;125;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;35;STN;SANTANA;MOE;MOEMA
Trabalho Serviços;15;API;ALTO DE PINHEIROS;SDO;SAO DOMINGOS
Trabalho Serviços;4;API;ALTO DE PINHEIROS;VLE;VILA LEOPOLDINA
Trabalho Serviços;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;80;VLE;VILA LEOPOLDINA;INI;ITAIM BIBI
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;25;VLE;VILA LEOPOLDINA;PRD;PERDIZES
Trabalho Serviços;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;40;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Comércio;50;VLE;VILA LEOPOLDINA;VMN;VILA MARIANA
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;SEE;SE
Trabalho Serviços;65;VLE;VILA LEOPOLDINA;SAM;SANTO AMARO
Trabalho Serviços;10;SAM;SANTO AMARO;SAM;SANTO AMARO
Trabalho Serviços;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;38;VLE;VILA LEOPOLDINA;INI;ITAIM BIBI
Trabalho Indústria;90;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;40;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;CBE;CAMPO BELO
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;CBE;CAMPO BELO
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;MOR;MORUMBI
Trabalho Serviços;5;MOR;MORUMBI;MOR;MORUMBI
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;MOR;MORUMBI
Trabalho Serviços;5;MOR;MORUMBI;MOR;MORUMBI
Trabalho Serviços;45;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Comércio;10;VLE;VILA LEOPOLDINA;API;ALTO DE PINHEIROS
Trabalho Comércio;10;VLE;VILA LEOPOLDINA;API;ALTO DE PINHEIROS
Trabalho Comércio;10;VLE;VILA LEOPOLDINA;API;ALTO DE PINHEIROS
Trabalho Comércio;40;VLE;VILA LEOPOLDINA;MOE;MOEMA
Trabalho Comércio;85;VLE;VILA LEOPOLDINA;BRS;BRAS
Trabalho Serviços;75;VLE;VILA LEOPOLDINA;INI;ITAIM BIBI
Trabalho Serviços;100;VLE;VILA LEOPOLDINA;INI;ITAIM BIBI
Trabalho Serviços;45;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;CMB;CAMBUCI
Trabalho Comércio;60;VLE;VILA LEOPOLDINA;JDP;JARDIM PAULISTA
Trabalho Indústria;20;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;STN;SANTANA
Trabalho Serviços;30;STN;SANTANA;BFU;BARRA FUNDA
Trabalho Indústria;30;VLE;VILA LEOPOLDINA;JAG;JAGUARA
Trabalho Serviços;70;VLE;VILA LEOPOLDINA;MOE;MOEMA
Trabalho Serviços;8;INI;ITAIM BIBI;MOE;MOEMA
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;SAU;SAUDE
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;SEE;SE
Trabalho Indústria;50;VLE;VILA LEOPOLDINA;PEN;PENHA
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;API;ALTO DE PINHEIROS
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;40;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Comércio;70;VLE;VILA LEOPOLDINA;MOR;MORUMBI
Trabalho Serviços;50;LAP;LAPA;PIN;PINHEIROS
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;INI;ITAIM BIBI
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;PDR;PEDREIRA
Trabalho Serviços;35;VLE;VILA LEOPOLDINA;REP;REPUBLICA
Trabalho Serviços;35;VLE;VILA LEOPOLDINA;INI;ITAIM BIBI
Trabalho Serviços;3;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;API;ALTO DE PINHEIROS
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;40;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;50;VLE;VILA LEOPOLDINA;SAU;SAUDE
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Indústria;70;VLE;VILA LEOPOLDINA;SAM;SANTO AMARO
Trabalho Indústria;5;SAM;SANTO AMARO;SAM;SANTO AMARO
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;45;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;11;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Comércio;40;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Comércio;35;PIN;PINHEIROS;MOE;MOEMA
Trabalho Comércio;40;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Comércio;25;VLE;VILA LEOPOLDINA;BFU;BARRA FUNDA
Trabalho Indústria;40;VLE;VILA LEOPOLDINA;CVE;CASA VERDE
Trabalho Comércio;15;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Comércio;40;VLE;VILA LEOPOLDINA;MAR;MARSILAC
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;JDP;JARDIM PAULISTA
Trabalho Indústria;30;VLE;VILA LEOPOLDINA;INI;ITAIM BIBI
Trabalho Indústria;15;INI;ITAIM BIBI;VMN;VILA MARIANA
Trabalho Indústria;65;VMN;VILA MARIANA;FRE;FREGUESIA DO O
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;PRD;PERDIZES
Trabalho Indústria;15;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Indústria;30;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Comércio;25;PRD;PERDIZES;VLE;VILA LEOPOLDINA
Trabalho Comércio;45;VLE;VILA LEOPOLDINA;INI;ITAIM BIBI
Trabalho Serviços;45;VLE;VILA LEOPOLDINA;JDP;JARDIM PAULISTA
Trabalho Comércio;80;VLE;VILA LEOPOLDINA;JDP;JARDIM PAULISTA
Trabalho Comércio;30;JDP;JARDIM PAULISTA;VMN;VILA MARIANA
Trabalho Comércio;15;VLE;VILA LEOPOLDINA;BFU;BARRA FUNDA
Trabalho Comércio;15;BFU;BARRA FUNDA;LAP;LAPA
Trabalho Indústria;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Indústria;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;75;VLE;VILA LEOPOLDINA;BVI;BELA VISTA
Trabalho Serviços;40;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;40;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;65;VLE;VILA LEOPOLDINA;INI;ITAIM BIBI
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;JAR;JARAGUA
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;JAR;JARAGUA
Trabalho Serviços;50;VLE;VILA LEOPOLDINA;MOE;MOEMA
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;API;ALTO DE PINHEIROS
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;VSO;VILA SONIA
Trabalho Comércio;25;VLE;VILA LEOPOLDINA;BRE;BOM RETIRO
Trabalho Comércio;30;BRE;BOM RETIRO;JDP;JARDIM PAULISTA
Trabalho Comércio;30;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;BVI;BELA VISTA
Trabalho Serviços;10;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Serviços;45;VLE;VILA LEOPOLDINA;VAN;VILA ANDRADE
Trabalho Serviços;15;VAN;VILA ANDRADE;VSO;VILA SONIA
Trabalho Indústria;60;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Indústria;60;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;72;VLE;VILA LEOPOLDINA;REP;REPUBLICA
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;API;ALTO DE PINHEIROS
Trabalho Indústria;20;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;25;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;25;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Indústria;30;VLE;VILA LEOPOLDINA;BFU;BARRA FUNDA
Trabalho Indústria;5;BFU;BARRA FUNDA;BFU;BARRA FUNDA
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;4;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Comércio;20;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;80;VLE;VILA LEOPOLDINA;REP;REPUBLICA
Trabalho Serviços;20;REP;REPUBLICA;REP;REPUBLICA
Trabalho Indústria;25;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Indústria;25;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Indústria;25;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Indústria;25;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;PRD;PERDIZES
Trabalho Serviços;5;BFU;BARRA FUNDA;PRD;PERDIZES
Trabalho Serviços;45;VLE;VILA LEOPOLDINA;SAU;SAUDE
Trabalho Serviços;2;VMN;VILA MARIANA;SAU;SAUDE
Trabalho Serviços;45;VLE;VILA LEOPOLDINA;SAM;SANTO AMARO
Trabalho Serviços;5;SAM;SANTO AMARO;SAM;SANTO AMARO
Trabalho Serviços;45;VLE;VILA LEOPOLDINA;SAM;SANTO AMARO
Trabalho Serviços;5;SAM;SANTO AMARO;SAM;SANTO AMARO
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;API;ALTO DE PINHEIROS
Trabalho Comércio;75;VLE;VILA LEOPOLDINA;ARA;AGUA RASA
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;PRD;PERDIZES
Trabalho Serviços;3;PRD;PERDIZES;PRD;PERDIZES
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;JDP;JARDIM PAULISTA
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;SEE;SE
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;5;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;35;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;50;VLE;VILA LEOPOLDINA;TUC;TUCURUVI
Trabalho Serviços;5;TUC;TUCURUVI;TUC;TUCURUVI
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;PRD;PERDIZES
Trabalho Serviços;2;PRD;PERDIZES;PRD;PERDIZES
Trabalho Comércio;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Comércio;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;PRD;PERDIZES
Procurar Emprego;55;VLE;VILA LEOPOLDINA;SCE;SANTA CECILIA
Trabalho Comércio;15;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Comércio;10;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Comércio;10;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;SAM;SANTO AMARO
Trabalho Comércio;30;VLE;VILA LEOPOLDINA;BFU;BARRA FUNDA
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;API;ALTO DE PINHEIROS
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;API;ALTO DE PINHEIROS
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;API;ALTO DE PINHEIROS
Trabalho Serviços;5;PRD;PERDIZES;PRD;PERDIZES
Trabalho Serviços;90;VLE;VILA LEOPOLDINA;SEE;SE
Trabalho Serviços;5;SEE;SE;SEE;SE
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;5;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;API;ALTO DE PINHEIROS
Trabalho Serviços;3;API;ALTO DE PINHEIROS;API;ALTO DE PINHEIROS
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;40;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;5;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;50;VLE;VILA LEOPOLDINA;JAB;JABAQUARA
Trabalho Serviços;3;JAB;JABAQUARA;JAB;JABAQUARA
Trabalho Serviços;50;VLE;VILA LEOPOLDINA;PEN;PENHA
Trabalho Serviços;45;VLE;VILA LEOPOLDINA;BVI;BELA VISTA
Trabalho Indústria;60;VLE;VILA LEOPOLDINA;SEE;SE
Trabalho Indústria;5;SEE;SE;SEE;SE
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;BFU;BARRA FUNDA
Trabalho Serviços;5;BFU;BARRA FUNDA;BFU;BARRA FUNDA
Trabalho Comércio;40;VLE;VILA LEOPOLDINA;VAN;VILA ANDRADE
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;INI;ITAIM BIBI
Trabalho Serviços;1;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;MAN;MANDAQUI
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;VLE;VILA LEOPOLDINA
Trabalho Comércio;35;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Comércio;15;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;30;VLE;VILA LEOPOLDINA;PRD;PERDIZES
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;2;LAP;LAPA;LAP;LAPA
Trabalho Serviços;49;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;19;INI;ITAIM BIBI;JDP;JARDIM PAULISTA
Trabalho Serviços;40;VLE;VILA LEOPOLDINA;JDP;JARDIM PAULISTA
Trabalho Serviços;49;LAP;LAPA;INI;ITAIM BIBI
Trabalho Serviços;5;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;15;VLE;VILA LEOPOLDINA;SDO;SAO DOMINGOS
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;10;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;35;VLE;VILA LEOPOLDINA;PRD;PERDIZES
Trabalho Serviços;50;VLE;VILA LEOPOLDINA;BVI;BELA VISTA
Trabalho Comércio;30;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Comércio;30;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;BFU;BARRA FUNDA
Trabalho Serviços;50;VLE;VILA LEOPOLDINA;INI;ITAIM BIBI
Trabalho Serviços;60;VLE;VILA LEOPOLDINA;REP;REPUBLICA
Trabalho Serviços;80;VLE;VILA LEOPOLDINA;fora_sp;Fora São Paulo
Trabalho Serviços;20;VLE;VILA LEOPOLDINA;LAP;LAPA
Trabalho Serviços;40;VLE;VILA LEOPOLDINA;PIN;PINHEIROS
